"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"11","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","45","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"12","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","61","102","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"13","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","61","102","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"14","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","64","41","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"15","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","64","41","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"16","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","122","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"17","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","125","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"18","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","140","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"19","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","144","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"20","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","149","98","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"21","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","149","98","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"22","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","151","41","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"23","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","151","41","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"24","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","157","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"25","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","159","86","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"26","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","159","86","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"27","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","160","101","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"28","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","160","101","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"29","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","163","86","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"30","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","163","86","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"31","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","164","101","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"32","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","164","101","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"33","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","167","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"34","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","167","69","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"35","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","167","69","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"36","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","175","33","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"37","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","182","33","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"38","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","182","33","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"39","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","193","29","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"40","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","193","76","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"41","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","193","76","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"42","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","204","48","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"43","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","210","29","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"44","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","210","29","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"45","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","214","25","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"46","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","222","94","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"47","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","222","94","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"48","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","231","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"49","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryTrackingService.cls","258","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"50","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryWrapper.cls","6","21","ExcessivePublicCount","The class HistoryWrapper has 21 public methods, attributes, and properties (limit: 20)","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"51","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\HistoryWrapper.cls","6","21","TooManyFields","Too many fields","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"52","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","6","21","StdCyclomaticComplexity","The class 'ImportController' has a Standard Cyclomatic Complexity of 6 (Highest = 11).","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"53","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","6","21","CyclomaticComplexity","The class 'ImportController' has a total cyclomatic complexity of 44 (highest 18).","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"54","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","16","42","AvoidNonRestrictiveQueries","Avoid SOQL queries without a where or limit statement","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoidnonrestrictivequeries","Performance","pmd"
"55","5","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","21","55","UnusedLocalVariable","Variable 'objectDescribeMap' defined but not used","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"56","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","22","55","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"57","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","29","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"58","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","44","55","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"59","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","54","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"60","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","72","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"61","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","83","19","StdCyclomaticComplexity","The method 'getSelectedObjectRecords' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"62","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","83","19","CognitiveComplexity","The method 'getSelectedObjectRecords(String)' has a cognitive complexity of 19, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"63","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","83","19","CyclomaticComplexity","The method 'getSelectedObjectRecords(String)' has a cyclomatic complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"64","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","97","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"65","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","97","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"66","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","99","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"67","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","99","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"68","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","109","54","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"69","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","109","54","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"70","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","122","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"71","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","133","19","NcssMethodCount","The method 'generateHistoryRecords()' has an NCSS line count of 41 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"72","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","133","19","CyclomaticComplexity","The method 'generateHistoryRecords(String)' has a cyclomatic complexity of 18.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"73","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","137","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"74","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","137","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"75","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","140","17","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"76","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","140","17","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"77","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","143","21","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"78","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","143","21","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"79","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","155","16","EagerlyLoadedDescribeSObjectResult","DescribeSObjectResult could be being loaded eagerly with all child relationships.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#eagerlyloadeddescribesobjectresult","Performance","pmd"
"80","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportController.cls","170","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"81","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportControllerTest.cls","12","27","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"82","5","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportControllerTest.cls","19","31","UnusedLocalVariable","Variable 'wrapper' defined but not used","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"83","5","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportControllerTest.cls","20","30","UnusedLocalVariable","Variable 'objectDetails' defined but not used","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"84","5","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\ImportControllerTest.cls","22","30","UnusedLocalVariable","Variable 'results' defined but not used","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"85","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","6","8","ExcessiveClassLength","Avoid really long classes.","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#excessiveclasslength","Design","pmd"
"86","3","3","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","6","8","NcssTypeCount","The type has an NCSS line count of 799","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_design.html#ncsstypecount","Design","pmd"
"87","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","15","26","FieldNamingConventions","The instance field name 'errors_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"88","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","16","26","FieldNamingConventions","The instance field name 'fullName_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"89","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","17","26","FieldNamingConventions","The instance field name 'success_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"90","1","1","C:\Users\Mark Meyer\Documents\mega-history\force-app\main\default\classes\MetadataService.cls","18","26","FieldNamingConventions","The instance field name 'apex_schema_type_info' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.4.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
